frequency,V(p001),V(vin),V(vout),I(C1),I(L1),I(R1),I(V1)
(97132.58325832585+0j),(-2.365446072133765e-05-5.874626230776521e-05j),(0.5000000000000001+0j),(0.06976444936958835+0.17323638191641905j),(0.008604711012608233-0.003464727638328382j),(0.008604711012608233-0.0034647276383283814j),(0.008604711012608235-0.003464727638328381j),(-0.008604711012608235+0.0034647276383283814j)
(97142.57425742575+0j),(-2.3653783008110073e-05-5.8738533287644986e-05j),(0.5+2.7755575615628914e-17j),(0.069776805860988+0.17324923707893644j),(0.008604463882780243-0.003464984741578729j),(0.008604463882780241-0.0034649847415787285j),(0.008604463882780241-0.0034649847415787285j),(-0.00860446388278024+0.003464984741578729j)
(97152.56525652566+0j),(-2.3653105263431366e-05-5.873080578060812e-05j),(0.49999999999999994-2.7755575615628914e-17j),(0.06978916291345094+0.17326209099002254j),(0.00860421674173098-0.003465241819800451j),(0.00860421674173098-0.003465241819800451j),(0.00860421674173098-0.0034652418198004515j),(-0.008604216741730982+0.0034652418198004515j)
(97162.55625562558+0j),(-2.3652427487310453e-05-5.872307978620945e-05j),(0.49999999999999994+0j),(0.0698015205268193+0.17327494364967175j),(0.008603969589463613-0.0034654988729934345j),(0.008603969589463615-0.003465498872993434j),(0.008603969589463613-0.003465498872993435j),(-0.008603969589463615+0.003465498872993436j)
(97172.54725472548+0j),(-2.3651749679756273e-05-5.871535530400395e-05j),(0.5000000000000001-2.7755575615628914e-17j),(0.06981387870093526+0.1732877950578783j),(0.008603722425981295-0.0034657559011575675j),(0.008603722425981295-0.0034657559011575675j),(0.008603722425981298-0.0034657559011575666j),(-0.008603722425981297+0.0034657559011575666j)
(97182.53825382539+0j),(-2.365107184077772e-05-5.8707632333546756e-05j),(0.5+0j),(0.06982623743564091+0.1733006452146366j),(0.008603475251287185-0.003466012904292733j),(0.008603475251287183-0.0034660129042927324j),(0.008603475251287181-0.003466012904292732j),(-0.008603475251287183+0.0034660129042927324j)
(97192.5292529253+0j),(-2.3650393970383727e-05-5.8699910874393166e-05j),(0.5+0j),(0.06983859673077848+0.17331349411994093j),(0.00860322806538443-0.003466269882398819j),(0.00860322806538443-0.003466269882398819j),(0.008603228065384431-0.0034662698823988186j),(-0.008603228065384431+0.003466269882398818j)
(97202.5202520252+0j),(-2.3649716068583233e-05-5.869219092609877e-05j),(0.5-2.7755575615628914e-17j),(0.06985095658619016+0.1733263417737858j),(0.008602980868276199-0.003466526835475717j),(0.008602980868276199-0.0034665268354757165j),(0.008602980868276197-0.003466526835475717j),(-0.008602980868276197+0.0034665268354757165j)
(97212.51125112512+0j),(-2.364903813538513e-05-5.868447248821917e-05j),(0.5000000000000001+0j),(0.0698633170017181+0.17333918817616556j),(0.008602733659965639-0.003466783763523311j),(0.008602733659965637-0.0034667837635233107j),(0.00860273365996564-0.003466783763523311j),(-0.00860273365996564+0.0034667837635233116j)
(97222.50225022504+0j),(-2.364836017079837e-05-5.867675556031031e-05j),(0.5+0j),(0.06987567797720458+0.1733520333270747j),(0.008602486440455909-0.0034670406665414937j),(0.008602486440455907-0.0034670406665414932j),(0.008602486440455909-0.0034670406665414937j),(-0.008602486440455909+0.0034670406665414932j)
(97232.49324932494+0j),(-2.3647682174831867e-05-5.866904014192824e-05j),(0.5+0j),(0.06988803951249174+0.17336487722650762j),(0.008602239209750166-0.0034672975445301534j),(0.008602239209750165-0.0034672975445301526j),(0.008602239209750166-0.0034672975445301526j),(-0.008602239209750166+0.003467297544530152j)
(97242.48424842485+0j),(-2.3647004147494535e-05-5.866132623262915e-05j),(0.5-2.7755575615628914e-17j),(0.0699004016074219+0.1733777198744589j),(0.008601991967851563-0.00346755439748918j),(0.008601991967851563-0.003467554397489179j),(0.008601991967851563-0.0034675543974891786j),(-0.008601991967851563+0.0034675543974891786j)
(97252.47524752477+0j),(-2.3646326088795282e-05-5.8653613831969516e-05j),(0.5+2.7755575615628914e-17j),(0.06991276426183715+0.17339056127092303j),(0.008601744714763259-0.0034678112254184603j),(0.008601744714763257-0.0034678112254184603j),(0.008601744714763257-0.0034678112254184603j),(-0.008601744714763257+0.0034678112254184607j)
(97262.46624662467+0j),(-2.3645647998743055e-05-5.864590293950592e-05j),(0.5+0j),(0.06992512747557983+0.17340340141589447j),(0.008601497450488403-0.0034680680283178896j),(0.008601497450488403-0.0034680680283178896j),(0.008601497450488403-0.0034680680283178896j),(-0.008601497450488405+0.00346806802831789j)
(97272.45724572458+0j),(-2.364496987734675e-05-5.863819355479513e-05j),(0.49999999999999994+0j),(0.06993749124849212+0.17341624030936784j),(0.008601250175030157-0.003468324806187356j),(0.008601250175030157-0.003468324806187356j),(0.008601250175030157-0.003468324806187357j),(-0.008601250175030158+0.0034683248061873574j)
(97282.4482448245+0j),(-2.3644291724615296e-05-5.863048567739411e-05j),(0.49999999999999994+2.7755575615628914e-17j),(0.06994985558041633+0.1734290779513377j),(0.008601002888391671-0.0034685815590267542j),(0.00860100288839167-0.003468581559026754j),(0.008601002888391673-0.0034685815590267534j),(-0.008601002888391673+0.0034685815590267542j)
(97292.4392439244+0j),(-2.3643613540557627e-05-5.862277930686006e-05j),(0.5+0j),(0.06996222047119473+0.17344191434179873j),(0.008600755590576105-0.0034688382868359752j),(0.008600755590576105-0.003468838286835975j),(0.008600755590576105-0.003468838286835975j),(-0.008600755590576107+0.0034688382868359752j)
(97302.43024302431+0j),(-2.3642935325182622e-05-5.8615074442750237e-05j),(0.49999999999999994+0j),(0.06997458592066949+0.1734547494807454j),(0.00860050828158661-0.003469094989614909j),(0.008600508281586608-0.0034690949896149085j),(0.00860050828158661-0.003469094989614908j),(-0.00860050828158661+0.0034690949896149094j)
(97312.42124212423+0j),(-2.3642257078499234e-05-5.860737108462218e-05j),(0.5+0j),(0.06998695192868302+0.17346758336817256j),(0.008600260961426342-0.003469351667363452j),(0.00860026096142634-0.0034693516673634517j),(0.00860026096142634-0.0034693516673634513j),(-0.00860026096142634+0.0034693516673634513j)
(97322.41224122413+0j),(-2.3641578800516355e-05-5.859966923203355e-05j),(0.5-2.7755575615628914e-17j),(0.06999931849507753+0.1734804160040747j),(0.008600013630098451-0.003469608320081496j),(0.00860001363009845-0.003469608320081495j),(0.00860001363009845-0.003469608320081495j),(-0.008600013630098451+0.003469608320081495j)
(97332.40324032404+0j),(-2.3640900491242896e-05-5.859196888454224e-05j),(0.5+0j),(0.07001168561969526+0.17349324738844657j),(0.008599766287606095-0.003469864947768932j),(0.008599766287606095-0.003469864947768931j),(0.008599766287606095-0.0034698649477689315j),(-0.008599766287606095+0.0034698649477689315j)
(97342.39423942396+0j),(-2.3640222150687793e-05-5.85842700417063e-05j),(0.5+2.7755575615628914e-17j),(0.07002405330237858+0.17350607752128291j),(0.00859951893395243-0.003470121550425658j),(0.00859951893395243-0.0034701215504256582j),(0.008599518933952428-0.003470121550425658j),(-0.008599518933952428+0.003470121550425658j)
(97352.38523852386+0j),(-2.3639543778859948e-05-5.857657270308393e-05j),(0.5+0j),(0.07003642154296981+0.1735189064025784j),(0.008599271569140605-0.003470378128051569j),(0.008599271569140603-0.003470378128051568j),(0.008599271569140605-0.0034703781280515677j),(-0.008599271569140605+0.0034703781280515677j)
(97362.37623762377+0j),(-2.3638865375768287e-05-5.8568876868233554e-05j),(0.5+0j),(0.07004879034131128+0.1735317340323279j),(0.008599024193173774-0.0034706346806465584j),(0.008599024193173774-0.003470634680646558j),(0.008599024193173774-0.0034706346806465584j),(-0.008599024193173774+0.0034706346806465584j)
(97372.36723672369+0j),(-2.3638186941421703e-05-5.856118253671375e-05j),(0.5+0j),(0.07006115969724527+0.1735445604105261j),(0.008598776806055095-0.003470891208210523j),(0.008598776806055095-0.0034708912082105233j),(0.008598776806055095-0.003470891208210522j),(-0.008598776806055095+0.003470891208210522j)
(97382.35823582359+0j),(-2.363750847582911e-05-5.85534897080833e-05j),(0.5+0j),(0.07007352961061407+0.1735573855371678j),(0.008598529407787716-0.0034711477107433556j),(0.008598529407787717-0.0034711477107433556j),(0.008598529407787719-0.003471147710743356j),(-0.008598529407787719+0.0034711477107433556j)
(97392.3492349235+0j),(-2.3636829978999454e-05-5.854579838190118e-05j),(0.5000000000000001+0j),(0.07008590008126016+0.17357020941224796j),(0.0085982819983748-0.0034714041882449604j),(0.008598281998374799-0.0034714041882449595j),(0.008598281998374799-0.003471404188244959j),(-0.008598281998374799+0.003471404188244959j)
(97402.34023402342+0j),(-2.36361514509416e-05-5.853810855772644e-05j),(0.5-2.7755575615628914e-17j),(0.07009827110902579+0.17358303203576128j),(0.008598034577819484-0.003471660640715226j),(0.008598034577819482-0.0034716606407152258j),(0.008598034577819484-0.003471660640715226j),(-0.008598034577819484+0.0034716606407152258j)
(97412.33123312332+0j),(-2.3635472891664486e-05-5.853042023511847e-05j),(0.49999999999999994+0j),(0.07011064269375332+0.1735958534077027j),(0.008597787146124934-0.003471917068154054j),(0.008597787146124934-0.0034719170681540537j),(0.008597787146124932-0.003471917068154054j),(-0.008597787146124934+0.0034719170681540546j)
(97422.32223222323+0j),(-2.363479430117701e-05-5.85227334136367e-05j),(0.49999999999999994+2.7755575615628914e-17j),(0.07012301483528516+0.1736086735280671j),(0.008597539703294297-0.003472173470561342j),(0.008597539703294296-0.003472173470561341j),(0.008597539703294296-0.003472173470561342j),(-0.008597539703294296+0.0034721734705613423j)
(97432.31323132315+0j),(-2.36341156794881e-05-5.85150480928408e-05j),(0.5+0j),(0.07013538753346375+0.1736214923968495j),(0.008597292249330726-0.00347242984793699j),(0.008597292249330726-0.00347242984793699j),(0.008597292249330726-0.0034724298479369906j),(-0.008597292249330727+0.003472429847936991j)
(97442.30423042305+0j),(-2.3633437026606658e-05-5.850736427229066e-05j),(0.5+0j),(0.07014776078813131+0.17363431001404464j),(0.008597044784237375-0.0034726862002808947j),(0.008597044784237373-0.003472686200280894j),(0.008597044784237373-0.003472686200280893j),(-0.008597044784237375+0.003472686200280893j)
(97452.29522952296+0j),(-2.3632758342541574e-05-5.8499681951546276e-05j),(0.5000000000000001+2.7755575615628914e-17j),(0.07016013459913036+0.17364712637964771j),(0.008596797308017396-0.0034729425275929547j),(0.008596797308017394-0.003472942527592954j),(0.008596797308017396-0.003472942527592954j),(-0.008596797308017394+0.003472942527592954j)
(97462.28622862286+0j),(-2.3632079627301765e-05-5.849200113016784e-05j),(0.5000000000000001+0j),(0.07017250896630321+0.1736599414936535j),(0.008596549820673939-0.0034731988298730703j),(0.008596549820673939-0.00347319882987307j),(0.008596549820673939-0.00347319882987307j),(-0.008596549820673939+0.00347319882987307j)
(97472.27722772278+0j),(-2.363140088089614e-05-5.848432180771573e-05j),(0.5+0j),(0.07018488388949234+0.17367275535605706j),(0.008596302322210153-0.0034734551071211417j),(0.008596302322210153-0.0034734551071211412j),(0.008596302322210153-0.0034734551071211412j),(-0.008596302322210155+0.003473455107121142j)
(97482.26822682269+0j),(-2.363072210333362e-05-5.8476643983750536e-05j),(0.49999999999999994+0j),(0.0701972593685402+0.17368556796685355j),(0.008596054812629195-0.003473711359337072j),(0.008596054812629195-0.003473711359337071j),(0.008596054812629195-0.0034737113593370714j),(-0.008596054812629195+0.003473711359337072j)
(97492.2592259226+0j),(-2.3630043294623084e-05-5.8468967657833e-05j),(0.5+2.7755575615628914e-17j),(0.07020963540328912+0.17369837932603793j),(0.008595807291934217-0.003473967586520758j),(0.008595807291934217-0.0034739675865207583j),(0.008595807291934219-0.0034739675865207583j),(-0.008595807291934217+0.0034739675865207587j)
(97502.25022502251+0j),(-2.362936445477347e-05-5.846129282952403e-05j),(0.5-2.7755575615628914e-17j),(0.07022201199358162+0.17371118943360528j),(0.008595559760128367-0.0034742237886721066j),(0.008595559760128369-0.003474223788672106j),(0.008595559760128367-0.003474223788672106j),(-0.008595559760128367+0.0034742237886721057j)
(97512.24122412242+0j),(-2.3628685583793642e-05-5.845361949838474e-05j),(0.5000000000000001+2.7755575615628914e-17j),(0.07023438913926003+0.1737239982895507j),(0.0085953122172148-0.0034744799657910135j),(0.008595312217214799-0.003474479965791013j),(0.0085953122172148-0.0034744799657910135j),(-0.0085953122172148+0.003474479965791014j)
(97522.23222322232+0j),(-2.3628006681692544e-05-5.8445947663976406e-05j),(0.49999999999999994+0j),(0.07024676684016688+0.17373680589386922j),(0.00859506466319666-0.003474736117877385j),(0.00859506466319666-0.0034747361178773845j),(0.008595064663196662-0.0034747361178773845j),(-0.008595064663196662+0.003474736117877385j)
(97532.22322232224+0j),(-2.3627327748479075e-05-5.843827732586048e-05j),(0.5-2.7755575615628914e-17j),(0.0702591450961447+0.17374961224655625j),(0.008594817098077107-0.0034749922449311263j),(0.008594817098077107-0.0034749922449311254j),(0.008594817098077105-0.0034749922449311254j),(-0.008594817098077107+0.003474992244931125j)
(97542.21422142215+0j),(-2.3626648784162103e-05-5.843060848359858e-05j),(0.5+0j),(0.07027152390703584+0.17376241734760672j),(0.008594569521859285-0.0034752483469521348j),(0.008594569521859283-0.0034752483469521348j),(0.008594569521859283-0.0034752483469521343j),(-0.008594569521859283+0.0034752483469521348j)
(97552.20522052205+0j),(-2.3625969788750557e-05-5.842294113675254e-05j),(0.5+0j),(0.07028390327268279+0.17377522119701586j),(0.008594321934546345-0.0034755044239403172j),(0.008594321934546343-0.0034755044239403172j),(0.008594321934546343-0.0034755044239403172j),(-0.008594321934546347+0.003475504423940318j)
(97562.19621962197+0j),(-2.362529076225334e-05-5.841527528488434e-05j),(0.49999999999999994+0j),(0.07029628319292806+0.1737880237947789j),(0.008594074336141436-0.0034757604758955778j),(0.008594074336141436-0.0034757604758955773j),(0.008594074336141438-0.0034757604758955778j),(-0.008594074336141438+0.003475760475895579j)
(97572.18721872188+0j),(-2.362461170467936e-05-5.840761092755619e-05j),(0.5+0j),(0.0703086636676142+0.17380082514089118j),(0.008593826726647717-0.003476016502817824j),(0.008593826726647718-0.003476016502817823j),(0.008593826726647717-0.0034760165028178236j),(-0.008593826726647717+0.0034760165028178236j)
(97582.17821782178+0j),(-2.3623932616037495e-05-5.8399948064330385e-05j),(0.5+0j),(0.07032104469658358+0.17381362523534777j),(0.008593579106068328-0.003476272504706956j),(0.008593579106068328-0.003476272504706956j),(0.008593579106068328-0.0034762725047069554j),(-0.008593579106068328+0.0034762725047069554j)
(97592.1692169217+0j),(-2.362325349633665e-05-5.8392286694769486e-05j),(0.5+2.7755575615628914e-17j),(0.0703334262796788+0.17382642407814408j),(0.008593331474406425-0.0034765284815628807j),(0.008593331474406425-0.0034765284815628807j),(0.008593331474406425-0.003476528481562881j),(-0.008593331474406425+0.0034765284815628816j)
(97602.16021602161+0j),(-2.3622574345585758e-05-5.838462681843618e-05j),(0.5+0j),(0.07034580841674243+0.1738392216692754j),(0.008593083831665153-0.003476784433385509j),(0.008593083831665151-0.003476784433385508j),(0.008593083831665151-0.003476784433385508j),(-0.008593083831665151+0.003476784433385508j)
(97612.15121512151+0j),(-2.3621895163793666e-05-5.837696843489336e-05j),(0.5+0j),(0.07035819110761682+0.17385201800873695j),(0.008592836177847663-0.003477040360174739j),(0.008592836177847661-0.003477040360174739j),(0.008592836177847663-0.0034770403601747392j),(-0.008592836177847665+0.0034770403601747397j)
(97622.14221422143+0j),(-2.3621215950969315e-05-5.8369311543704086e-05j),(0.5+0j),(0.07037057435214471+0.1738648130965243j),(0.008592588512957109-0.003477296261930486j),(0.008592588512957109-0.0034772962619304855j),(0.008592588512957106-0.003477296261930486j),(-0.008592588512957106+0.003477296261930486j)
(97632.13321332134+0j),(-2.3620536707121584e-05-5.8361656144431566e-05j),(0.5+0j),(0.07038295815016853+0.17387760693263257j),(0.00859234083699663-0.003477552138652652j),(0.00859234083699663-0.0034775521386526524j),(0.008592340836996629-0.0034775521386526515j),(-0.00859234083699663+0.0034775521386526515j)
(97642.12421242124+0j),(-2.3619857432259368e-05-5.835400223663926e-05j),(0.5+0j),(0.0703953425015308+0.1738903995170573j),(0.008592093149969384-0.003477807990341146j),(0.008592093149969383-0.0034778079903411453j),(0.008592093149969384-0.0034778079903411458j),(-0.008592093149969384+0.003477807990341146j)
